Prefecture,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Aichi,Ichinomiya,2025-03-01,36.99,47.48,31.6,37.26,12.06,8.3,0.79,5.05,61.03,1.98,6.83,1.24,104,Unhealthy for Sensitive Groups,4.8,55.4,0.066,2.46,43.24,1422.7
Aichi,Ichinomiya,2025-04-01,26.09,43.87,14.77,32.98,21.93,3.29,0.59,3.02,28.13,2.54,6.69,1.42,80,Moderate,13.5,62.3,0.061,2.55,43.89,1429.4
Aichi,Ichinomiya,2025-05-01,19.36,22.58,15.1,17.55,19.59,4.75,0.54,5.82,64.52,1.45,7.94,1.78,65,Moderate,6.9,74.1,0.03,2.4,44.08,1423.6
Aichi,Ichinomiya,2025-06-01,9.23,17.11,14.73,19.23,10.39,5.57,0.73,6.13,24.37,1.42,3.41,0.35,38,Good,6.0,76.6,0.051,2.84,43.91,1422.6
Aichi,Ichinomiya,2025-07-01,8.38,19.58,16.44,14.08,20.19,4.29,0.22,7.66,40.53,0.29,3.06,1.01,35,Good,6.4,87.7,0.043,2.87,43.84,1431.0
Aichi,Ichinomiya,2025-08-01,19.62,14.06,9.0,18.07,25.48,4.0,0.43,5.56,45.63,0.67,5.73,0.45,66,Moderate,6.9,73.8,0.042,2.58,43.15,1426.8
Aichi,Ichinomiya,2025-09-01,21.92,20.2,12.99,17.84,32.55,6.73,0.19,8.53,45.04,1.77,5.96,0.61,71,Moderate,7.3,82.9,0.06,2.12,43.59,1428.7
Aichi,Ichinomiya,2025-10-01,16.24,20.32,8.92,33.04,20.71,7.12,0.53,7.07,49.22,1.21,7.92,0.63,58,Moderate,6.9,64.8,0.049,2.58,43.47,1430.1
Aichi,Ichinomiya,2025-11-01,33.98,50.03,11.04,20.75,45.45,6.28,0.41,9.07,50.82,1.98,5.24,1.02,98,Moderate,10.9,65.4,0.042,2.56,43.84,1427.9
Aichi,Ichinomiya,2025-12-01,37.79,49.78,38.28,27.95,16.08,3.57,1.14,11.86,56.41,2.25,5.76,2.94,106,Unhealthy for Sensitive Groups,8.3,69.3,0.036,2.39,42.91,1426.2
Aichi,Kasugai,2014-01-01,17.83,44.35,19.6,25.61,52.12,11.44,1.01,6.7,52.01,2.45,5.05,2.76,62,Moderate,12.3,54.7,0.049,2.49,47.7,1461.1
Aichi,Kasugai,2014-02-01,17.05,51.95,33.26,33.71,19.8,6.41,1.13,7.05,29.64,1.9,7.33,2.07,60,Moderate,11.6,59.5,0.047,2.13,47.67,1455.5
Aichi,Kasugai,2014-03-01,29.82,54.17,18.09,41.43,21.34,4.53,0.62,4.13,28.19,0.6,3.86,1.03,88,Moderate,11.4,65.3,0.052,2.45,48.26,1461.9
Aichi,Kasugai,2014-04-01,16.11,20.84,23.81,26.43,18.79,6.47,0.45,8.34,59.52,1.75,6.15,0.62,58,Moderate,5.7,63.5,0.049,3.03,47.83,1462.3
Aichi,Kasugai,2014-05-01,14.31,17.6,21.19,25.9,37.16,7.68,0.84,8.15,45.48,2.06,7.3,0.65,54,Moderate,8.2,75.5,0.051,2.8,48.29,1465.1
Aichi,Kasugai,2014-06-01,21.93,27.68,13.51,19.48,27.86,5.4,0.32,4.51,40.74,1.09,2.15,0.82,71,Moderate,5.9,84.7,0.041,2.27,47.99,1462.6
Aichi,Kasugai,2014-07-01,8.48,21.28,12.45,14.33,18.44,3.52,0.39,4.73,22.56,1.49,6.41,0.49,35,Good,4.4,86.6,0.035,2.27,47.94,1462.8
Aichi,Kasugai,2014-08-01,17.29,23.96,11.85,11.69,15.78,5.66,0.72,4.6,27.64,1.17,1.7,0.34,61,Moderate,1.9,85.4,0.046,2.87,48.3,1459.3
Aichi,Kasugai,2014-09-01,10.91,20.59,12.83,18.78,21.58,7.93,0.7,7.53,44.98,0.43,1.91,0.38,45,Good,11.1,77.6,0.047,2.76,47.7,1456.2
Aichi,Kasugai,2014-10-01,9.01,24.25,18.12,32.43,31.87,3.59,0.95,8.9,32.16,1.28,7.91,0.32,38,Good,9.5,72.5,0.048,2.97,48.4,1459.9
Aichi,Kasugai,2014-11-01,15.83,30.42,8.12,16.41,32.39,5.62,1.06,5.55,40.75,1.12,3.32,1.15,57,Moderate,10.7,70.1,0.049,2.76,47.56,1464.2
Aichi,Kasugai,2014-12-01,16.15,56.98,36.1,43.96,47.98,4.67,1.32,6.6,51.48,1.69,7.44,1.51,58,Moderate,6.3,64.4,0.061,2.57,48.55,1460.9
Aichi,Kasugai,2015-01-01,19.22,55.69,35.12,26.15,38.71,12.24,0.64,10.34,54.2,1.12,11.15,0.65,65,Moderate,7.2,65.5,0.05,2.65,47.92,1457.6
Aichi,Kasugai,2015-02-01,24.57,37.78,20.16,23.14,28.22,9.01,0.68,11.99,25.03,0.97,2.84,1.05,77,Moderate,9.7,56.9,0.053,2.14,47.46,1460.5
Aichi,Kasugai,2015-03-01,34.64,56.35,14.33,41.66,16.8,3.76,1.15,6.88,25.35,0.9,7.28,0.92,99,Moderate,10.4,58.0,0.049,2.16,47.61,1456.7
Aichi,Kasugai,2015-04-01,30.02,49.86,24.93,21.16,21.08,8.69,0.36,6.59,33.91,1.87,8.92,2.03,89,Moderate,5.2,71.9,0.045,2.63,47.24,1455.7
Aichi,Kasugai,2015-05-01,17.45,40.35,10.77,19.12,30.63,7.45,0.7,3.04,58.71,2.14,6.59,0.47,61,Moderate,5.5,72.2,0.057,2.17,47.86,1459.7
Aichi,Kasugai,2015-06-01,19.08,32.12,14.85,19.23,15.63,3.01,0.31,6.6,27.5,0.97,2.9,0.7,65,Moderate,8.4,79.2,0.049,2.39,47.91,1453.4
Aichi,Kasugai,2015-07-01,22.16,20.13,7.98,12.27,14.72,3.72,0.33,4.93,24.84,0.51,4.37,0.28,71,Moderate,4.2,74.9,0.041,3.17,47.95,1458.1
Aichi,Kasugai,2015-08-01,14.29,27.43,9.03,14.72,12.0,6.08,0.32,4.71,12.04,0.84,4.27,1.58,54,Moderate,7.5,68.5,0.043,2.5,47.1,1454.9
Aichi,Kasugai,2015-09-01,13.07,20.48,18.79,12.8,13.88,6.4,0.43,3.13,17.96,1.32,4.84,0.29,51,Moderate,8.5,68.8,0.041,2.9,47.48,1454.3
Aichi,Kasugai,2015-10-01,24.38,33.53,9.05,13.89,19.89,3.49,0.83,9.66,51.36,2.39,3.21,1.63,76,Moderate,10.7,71.2,0.058,2.65,47.88,1460.5
Aichi,Kasugai,2015-11-01,17.37,44.61,20.09,37.64,21.49,11.38,1.08,11.61,56.67,1.91,8.17,1.06,61,Moderate,9.8,58.0,0.039,2.52,48.15,1458.4
Aichi,Kasugai,2015-12-01,33.71,32.71,36.12,20.08,25.89,5.79,0.63,12.17,34.69,2.75,6.69,0.48,97,Moderate,10.7,65.3,0.048,2.39,46.98,1454.9
Aichi,Kasugai,2016-01-01,28.8,41.12,17.37,34.62,41.74,5.18,1.34,7.69,63.01,1.53,10.23,1.25,86,Moderate,13.3,60.1,0.06,2.81,47.15,1453.1
Aichi,Kasugai,2016-02-01,28.57,34.04,33.15,37.43,45.16,9.53,0.85,10.12,71.96,2.56,4.12,2.54,86,Moderate,7.0,54.8,0.051,2.26,47.35,1451.4
Aichi,Kasugai,2016-03-01,8.88,34.52,22.17,34.88,14.71,3.69,0.66,7.58,58.0,0.6,5.03,0.77,37,Good,5.0,55.6,0.052,2.52,48.19,1457.8
Aichi,Kasugai,2016-04-01,29.01,20.83,26.19,20.1,26.58,5.67,0.69,8.14,42.94,0.59,4.8,1.83,87,Moderate,6.9,56.5,0.044,2.63,47.27,1458.6
Aichi,Kasugai,2016-05-01,21.41,23.2,13.55,23.88,25.09,9.02,0.37,4.57,29.86,2.0,6.42,1.04,70,Moderate,4.1,66.4,0.053,2.94,47.47,1452.7
Aichi,Kasugai,2016-06-01,18.11,29.86,19.16,11.86,15.51,2.42,0.74,5.78,31.17,1.25,1.55,0.88,62,Moderate,5.9,83.2,0.04,2.96,48.13,1452.7
Aichi,Kasugai,2016-07-01,20.1,32.77,6.43,19.65,24.16,5.0,0.46,1.6,23.5,1.35,4.61,0.87,67,Moderate,6.8,76.1,0.047,2.28,46.46,1457.7
Aichi,Kasugai,2016-08-01,15.67,32.38,15.22,16.03,10.89,4.36,0.6,5.95,33.34,1.58,2.46,1.1,57,Moderate,4.5,84.5,0.064,2.23,47.17,1453.0
Aichi,Kasugai,2016-09-01,17.91,28.29,8.99,19.32,17.0,6.58,0.67,7.05,37.28,0.63,5.03,1.45,62,Moderate,10.3,64.9,0.056,2.6,46.91,1453.8
Aichi,Kasugai,2016-10-01,14.95,38.66,15.26,27.19,19.96,1.62,0.59,7.96,31.45,1.56,7.12,0.23,55,Moderate,5.9,60.4,0.045,2.3,47.99,1457.3
Aichi,Kasugai,2016-11-01,26.8,37.57,23.33,33.33,23.1,10.68,0.77,7.05,29.56,1.98,7.64,1.35,82,Moderate,11.2,52.7,0.048,2.59,47.04,1458.2
Aichi,Kasugai,2016-12-01,33.01,53.47,22.95,41.96,51.79,13.74,0.91,6.58,74.5,1.26,10.81,2.51,96,Moderate,11.1,66.1,0.033,2.76,47.69,1456.5
Aichi,Kasugai,2017-01-01,16.96,37.31,21.82,18.65,50.16,10.59,0.83,12.7,39.76,1.74,9.57,0.17,60,Moderate,8.5,62.1,0.056,2.4,46.34,1453.4
Aichi,Kasugai,2017-02-01,26.64,43.8,21.23,31.75,41.86,4.11,0.87,5.29,39.04,2.78,7.69,0.21,81,Moderate,11.0,53.0,0.068,2.66,46.35,1450.1
Aichi,Kasugai,2017-03-01,27.17,53.37,13.19,39.17,19.51,3.41,1.14,4.78,33.33,2.56,6.42,1.47,83,Moderate,8.5,53.6,0.047,2.65,47.01,1452.2
Aichi,Kasugai,2017-04-01,17.0,43.58,16.5,24.98,14.32,9.98,0.57,9.7,44.79,1.34,4.23,2.03,60,Moderate,5.9,73.8,0.046,2.71,45.81,1452.3
Aichi,Kasugai,2017-05-01,28.55,35.26,6.17,11.41,29.82,5.19,0.39,4.55,51.28,0.85,3.82,1.43,86,Moderate,10.7,63.6,0.052,2.49,46.59,1451.7
Aichi,Kasugai,2017-06-01,15.46,19.85,14.91,12.05,24.59,4.24,0.5,5.73,45.18,0.93,2.14,0.3,56,Moderate,4.6,86.3,0.041,2.82,45.86,1445.5
Aichi,Kasugai,2017-07-01,9.0,34.25,5.98,14.85,10.26,3.4,0.62,3.68,17.06,2.03,3.82,0.43,38,Good,4.2,79.8,0.059,2.19,46.93,1448.7
Aichi,Kasugai,2017-08-01,6.63,22.37,7.4,18.68,14.38,4.02,0.31,5.99,19.01,1.67,4.62,0.26,28,Good,3.9,81.9,0.054,2.89,46.37,1450.3
Aichi,Kasugai,2017-09-01,7.65,22.25,17.12,22.0,28.43,4.18,0.61,2.88,31.87,1.54,3.52,0.47,32,Good,5.9,73.7,0.062,2.24,47.75,1450.5
Aichi,Kasugai,2017-10-01,20.75,31.16,23.08,25.69,27.15,3.39,0.69,3.87,46.91,1.85,3.61,0.77,68,Moderate,5.8,58.1,0.052,2.37,46.85,1452.2
Aichi,Kasugai,2017-11-01,26.55,50.06,26.65,35.94,23.73,5.83,0.51,4.86,39.44,1.9,4.26,0.85,81,Moderate,10.6,66.8,0.06,2.84,46.45,1451.5
Aichi,Kasugai,2017-12-01,24.34,54.85,26.61,33.76,23.31,6.14,0.48,12.86,38.86,2.71,6.47,0.77,76,Moderate,12.4,61.0,0.042,2.69,46.53,1448.7
Aichi,Kasugai,2018-01-01,30.42,30.57,31.42,25.3,19.04,3.82,0.78,7.07,59.87,2.16,8.1,2.32,90,Moderate,7.0,53.8,0.051,2.79,46.52,1451.5
Aichi,Kasugai,2018-02-01,22.41,54.02,12.34,35.53,12.73,10.98,0.41,11.76,59.71,1.58,2.89,1.14,72,Moderate,8.9,54.9,0.057,2.87,47.1,1445.6
Aichi,Kasugai,2018-03-01,23.69,49.38,22.74,34.89,34.8,6.64,0.47,8.73,27.51,1.83,7.53,2.29,75,Moderate,5.7,53.8,0.046,2.99,45.68,1443.2
Aichi,Kasugai,2018-04-01,12.65,21.68,13.23,20.58,22.79,3.24,0.94,1.59,51.39,1.24,1.94,0.12,50,Good,11.5,70.3,0.044,2.29,46.78,1450.4
Aichi,Kasugai,2018-05-01,15.78,26.72,23.01,20.24,31.46,7.46,0.4,6.15,27.47,1.04,4.18,1.28,57,Moderate,9.4,73.2,0.069,2.94,46.86,1448.4
Aichi,Kasugai,2018-06-01,9.74,19.68,14.84,17.99,15.73,3.78,0.5,3.83,41.31,0.8,5.2,0.71,41,Good,4.1,76.6,0.024,2.67,45.74,1442.6
Aichi,Kasugai,2018-07-01,18.76,11.89,5.64,19.4,20.43,3.98,0.52,2.21,24.98,0.69,3.63,0.73,64,Moderate,7.9,81.4,0.032,2.8,46.96,1448.0
Aichi,Kasugai,2018-08-01,8.02,29.99,17.03,15.19,17.52,1.12,0.6,5.53,25.01,0.92,1.53,1.17,33,Good,5.8,75.4,0.053,2.08,46.86,1449.3
Aichi,Kasugai,2018-09-01,9.37,13.51,18.55,23.33,15.91,2.36,0.82,5.0,32.75,1.85,2.37,1.72,39,Good,7.8,68.5,0.031,2.09,46.84,1451.1
Aichi,Kasugai,2018-10-01,21.05,37.85,21.64,19.55,23.54,9.5,0.52,7.32,51.45,2.24,6.92,1.28,69,Moderate,5.4,71.8,0.054,2.74,46.03,1452.8
Aichi,Kasugai,2018-11-01,14.79,22.48,25.93,13.82,16.34,9.96,0.63,5.38,27.09,0.93,8.4,0.64,55,Moderate,8.9,68.1,0.059,2.94,46.43,1447.4
Aichi,Kasugai,2018-12-01,39.48,66.06,12.06,32.87,28.25,9.7,0.44,6.87,43.84,0.96,5.05,1.0,110,Unhealthy for Sensitive Groups,10.3,67.0,0.06,2.64,46.12,1445.1
Aichi,Kasugai,2019-01-01,33.28,36.96,26.03,25.48,39.39,3.73,1.31,6.47,47.92,2.75,3.76,1.64,96,Moderate,7.7,52.1,0.043,2.13,46.6,1445.7
Aichi,Kasugai,2019-02-01,19.15,31.41,20.29,31.57,38.07,5.28,1.16,11.5,51.87,0.4,3.08,2.66,65,Moderate,8.6,52.8,0.029,2.35,45.95,1444.2
Aichi,Kasugai,2019-03-01,14.2,23.4,22.24,17.18,17.05,10.24,0.41,7.43,44.91,2.08,7.99,0.48,54,Moderate,12.5,55.8,0.05,2.71,45.31,1442.2
Aichi,Kasugai,2019-04-01,16.11,40.01,18.43,27.72,16.09,7.79,0.29,2.65,38.68,1.62,1.68,0.61,58,Moderate,8.0,70.3,0.037,2.7,44.98,1445.7
Aichi,Kasugai,2019-05-01,16.78,38.33,4.69,23.5,9.01,3.4,0.36,5.4,49.06,1.43,6.66,1.49,59,Moderate,5.3,78.4,0.06,2.23,46.29,1444.8
Aichi,Kasugai,2019-06-01,13.44,32.03,11.08,21.0,23.93,2.36,0.28,3.95,23.94,0.36,6.01,1.1,52,Moderate,7.5,79.7,0.052,2.73,47.11,1445.3
Aichi,Kasugai,2019-07-01,8.0,23.43,8.79,17.67,10.28,4.79,0.43,4.18,33.25,0.94,4.78,0.68,33,Good,6.2,87.7,0.052,2.98,45.32,1446.0
Aichi,Kasugai,2019-08-01,7.56,26.16,5.22,22.18,26.44,2.59,0.63,5.56,29.38,1.58,3.49,0.98,31,Good,6.2,86.5,0.035,2.45,46.63,1445.2
Aichi,Kasugai,2019-09-01,20.35,39.94,7.74,21.84,25.39,6.09,0.58,5.52,41.59,0.68,5.35,1.08,67,Moderate,8.6,86.6,0.077,2.4,46.89,1448.8
Aichi,Kasugai,2019-10-01,19.11,37.14,9.11,19.25,17.8,3.76,0.9,6.42,27.68,1.3,6.49,1.94,65,Moderate,7.2,80.0,0.053,2.42,46.22,1442.8
Aichi,Kasugai,2019-11-01,20.83,27.15,12.14,16.96,26.6,9.87,0.86,6.73,44.02,1.86,9.08,1.03,68,Moderate,9.7,55.8,0.059,2.56,46.02,1442.0
Aichi,Kasugai,2019-12-01,35.48,54.62,10.1,27.84,33.52,7.85,1.05,11.32,68.79,0.89,2.73,1.25,100,Moderate,9.1,54.1,0.051,2.32,45.32,1440.5
Aichi,Kasugai,2020-01-01,36.3,46.89,26.83,42.9,25.69,7.07,1.23,7.86,26.75,1.57,8.6,2.41,102,Unhealthy for Sensitive Groups,10.7,58.3,0.047,2.27,46.16,1443.7
Aichi,Kasugai,2020-02-01,16.5,39.22,23.89,34.34,37.78,3.78,0.42,12.66,47.19,0.71,10.1,0.99,59,Moderate,9.6,52.5,0.058,2.83,45.64,1439.5
Aichi,Kasugai,2020-03-01,8.85,14.2,6.94,20.24,16.11,5.12,0.46,5.15,35.29,0.86,5.3,1.04,37,Good,11.2,57.6,0.061,2.54,45.6,1446.0
Aichi,Kasugai,2020-04-01,6.7,19.4,10.26,10.95,9.93,3.76,0.25,3.51,20.13,0.17,2.4,0.59,28,Good,7.6,64.1,0.069,2.78,45.62,1444.1
Aichi,Kasugai,2020-05-01,8.48,15.49,5.95,14.87,15.87,4.41,0.17,4.19,31.92,0.45,0.49,0.29,35,Good,8.1,78.5,0.062,2.73,45.93,1440.4
Aichi,Kasugai,2020-06-01,13.91,18.48,4.43,12.74,6.98,4.01,0.3,3.74,25.79,0.83,1.19,0.55,53,Moderate,7.5,85.7,0.044,2.7,45.73,1446.1
Aichi,Kasugai,2020-07-01,14.7,20.44,14.13,5.78,15.31,3.92,0.36,2.8,24.37,1.36,4.51,0.51,55,Moderate,5.3,76.7,0.056,2.2,45.31,1440.8
Aichi,Kasugai,2020-08-01,20.13,18.82,13.41,15.66,23.71,3.88,0.31,3.31,27.13,0.53,4.27,0.64,67,Moderate,7.8,84.2,0.046,2.38,44.58,1444.1
Aichi,Kasugai,2020-09-01,9.17,35.0,16.7,19.3,12.78,3.71,0.77,0.3,22.61,0.7,2.01,1.53,38,Good,3.4,76.2,0.05,2.31,46.09,1441.5
Aichi,Kasugai,2020-10-01,10.73,21.28,8.07,24.93,10.29,5.8,0.88,5.62,48.95,0.46,7.83,1.35,45,Good,9.1,60.8,0.039,2.59,46.06,1444.0
Aichi,Kasugai,2020-11-01,16.01,26.95,17.34,37.42,33.29,10.47,0.3,9.65,52.86,2.07,4.54,0.5,58,Moderate,7.1,63.8,0.047,2.78,45.11,1443.0
Aichi,Kasugai,2020-12-01,24.17,40.76,12.49,33.62,44.64,7.09,0.93,10.39,36.98,1.67,9.22,1.24,76,Moderate,12.4,64.0,0.057,2.54,45.3,1442.9
Aichi,Kasugai,2021-01-01,29.21,60.22,26.83,26.47,23.21,10.63,1.2,10.83,51.2,1.13,9.01,0.98,87,Moderate,12.0,51.9,0.052,2.25,45.35,1439.5
Aichi,Kasugai,2021-02-01,34.05,51.77,30.32,39.95,17.5,10.67,0.79,11.96,62.84,0.71,7.83,1.14,98,Moderate,10.0,57.5,0.044,2.64,45.69,1432.8
Aichi,Kasugai,2021-03-01,17.91,38.51,15.2,26.19,31.47,5.87,0.8,3.02,48.16,1.99,2.46,1.2,62,Moderate,11.2,58.9,0.059,2.94,45.46,1437.2
Aichi,Kasugai,2021-04-01,25.67,45.16,15.16,29.93,29.78,5.5,0.86,4.86,34.15,0.72,2.38,0.96,79,Moderate,5.5,55.4,0.049,2.77,44.77,1434.6
Aichi,Kasugai,2021-05-01,19.48,25.54,18.54,25.58,6.57,5.81,0.7,5.8,26.4,1.98,2.82,1.46,65,Moderate,11.2,69.5,0.039,2.42,45.35,1432.7
Aichi,Kasugai,2021-06-01,17.22,23.43,8.06,20.05,19.18,7.28,0.53,5.94,41.01,0.52,2.23,1.03,60,Moderate,7.4,73.6,0.071,2.97,45.42,1436.7
Aichi,Kasugai,2021-07-01,18.88,31.7,13.6,19.01,9.29,3.03,0.15,2.34,30.52,1.66,4.04,0.39,64,Moderate,5.2,79.5,0.047,3.19,45.64,1438.3
Aichi,Kasugai,2021-08-01,20.04,28.63,9.67,20.16,16.05,3.14,0.44,1.24,33.94,0.81,2.49,1.38,67,Moderate,3.6,78.1,0.036,3.38,45.21,1438.8
Aichi,Kasugai,2021-09-01,9.07,18.49,18.7,12.91,8.88,6.27,0.74,3.43,35.01,1.31,1.34,0.85,38,Good,5.3,72.4,0.058,3.16,45.06,1444.0
Aichi,Kasugai,2021-10-01,17.59,24.59,16.49,33.82,30.85,2.38,0.36,7.35,36.53,1.47,2.55,1.66,61,Moderate,4.5,65.5,0.037,2.4,45.32,1444.7
Aichi,Kasugai,2021-11-01,14.17,24.3,15.23,29.44,18.43,3.77,0.66,9.01,58.01,1.32,2.21,1.08,54,Moderate,6.8,53.2,0.043,2.58,44.81,1439.3
Aichi,Kasugai,2021-12-01,28.21,33.09,23.05,29.4,17.76,4.84,0.32,11.43,57.12,1.11,2.5,2.69,85,Moderate,10.3,59.1,0.047,2.76,45.69,1441.5
Aichi,Kasugai,2022-01-01,17.08,26.37,21.73,41.02,38.99,4.8,0.47,10.44,35.82,3.06,9.05,1.86,60,Moderate,10.0,44.3,0.047,2.29,44.78,1431.2
Aichi,Kasugai,2022-02-01,23.63,57.79,30.69,32.65,9.83,5.99,0.57,8.21,28.24,0.88,7.69,0.99,75,Moderate,10.6,57.9,0.044,2.67,44.8,1437.0
Aichi,Kasugai,2022-03-01,10.37,34.75,22.51,34.13,21.16,5.9,0.79,6.37,45.4,2.23,7.61,1.1,43,Good,10.0,59.2,0.046,2.43,44.45,1436.8
Aichi,Kasugai,2022-04-01,20.58,41.73,14.17,20.76,26.34,5.75,0.5,6.69,37.45,0.6,5.56,0.61,68,Moderate,10.3,61.2,0.055,2.09,45.59,1434.1
Aichi,Kasugai,2022-05-01,25.67,23.88,19.34,19.51,24.01,6.51,0.3,8.1,53.59,1.13,5.79,1.94,79,Moderate,6.1,66.5,0.045,2.35,45.2,1440.9
Aichi,Kasugai,2022-06-01,11.81,16.22,13.57,12.54,18.42,4.46,0.47,1.69,36.68,0.48,1.73,0.87,49,Good,7.8,74.5,0.052,2.78,44.78,1430.8
Aichi,Kasugai,2022-07-01,14.64,26.56,14.64,11.34,13.22,1.86,0.63,2.72,18.14,1.44,3.32,0.02,55,Moderate,6.1,82.8,0.059,2.81,45.29,1439.3
Aichi,Kasugai,2022-08-01,14.02,19.6,13.32,11.35,15.22,4.13,0.16,4.5,34.5,1.0,1.87,0.69,53,Moderate,6.8,82.9,0.051,2.76,44.72,1442.0
Aichi,Kasugai,2022-09-01,19.99,32.58,16.34,22.99,18.39,6.81,0.55,7.68,17.0,0.74,2.91,0.27,67,Moderate,7.5,86.6,0.04,2.47,45.27,1438.2
Aichi,Kasugai,2022-10-01,26.76,39.95,11.34,13.67,14.01,5.79,0.66,7.94,26.58,1.75,5.56,1.22,82,Moderate,8.0,73.7,0.039,2.65,45.25,1435.0
Aichi,Kasugai,2022-11-01,26.65,40.38,15.61,30.09,15.14,3.53,0.39,7.32,51.36,2.57,6.11,0.52,81,Moderate,9.6,67.9,0.046,2.48,44.24,1439.7
Aichi,Kasugai,2022-12-01,31.41,38.14,19.83,38.04,45.85,6.78,0.72,5.72,41.58,2.34,5.8,2.55,92,Moderate,9.3,67.7,0.057,2.55,45.86,1439.2
Aichi,Kasugai,2023-01-01,29.86,54.85,20.43,37.75,32.36,8.48,0.97,11.63,41.41,2.3,5.14,2.45,89,Moderate,4.9,47.3,0.029,2.82,44.74,1431.1
Aichi,Kasugai,2023-02-01,14.33,38.68,24.02,33.22,21.97,5.85,0.42,11.49,57.89,0.78,9.44,1.27,54,Moderate,9.8,57.1,0.053,2.68,44.15,1436.2
Aichi,Kasugai,2023-03-01,17.2,23.78,25.73,20.0,36.03,5.75,1.16,5.31,51.97,1.02,8.27,1.92,60,Moderate,11.6,68.6,0.056,2.46,44.51,1431.8
Aichi,Kasugai,2023-04-01,23.52,20.01,11.44,28.2,7.66,7.65,0.39,5.71,38.38,0.88,5.38,0.29,74,Moderate,7.0,68.9,0.047,2.54,44.81,1432.8
Aichi,Kasugai,2023-05-01,24.51,23.21,12.09,24.08,22.63,4.6,0.35,2.79,41.58,2.16,0.84,1.52,77,Moderate,8.2,65.0,0.058,2.62,43.75,1433.0
Aichi,Kasugai,2023-06-01,18.36,25.66,13.77,14.79,8.74,2.89,0.45,3.45,36.23,0.93,5.62,0.89,63,Moderate,4.8,70.2,0.054,3.33,43.77,1429.0
Aichi,Kasugai,2023-07-01,21.69,28.13,11.35,19.24,9.41,2.85,0.12,1.87,37.15,0.85,4.51,0.22,70,Moderate,9.8,87.9,0.053,2.83,44.39,1428.4
Aichi,Kasugai,2023-08-01,15.34,18.09,16.48,15.56,16.83,6.04,0.73,3.88,44.16,0.62,5.67,0.52,56,Moderate,4.9,77.4,0.062,2.37,45.21,1431.4
Aichi,Kasugai,2023-09-01,16.46,18.91,5.21,25.28,19.94,7.02,0.82,5.06,30.87,1.24,2.93,1.51,59,Moderate,6.1,82.8,0.064,2.36,44.63,1437.0
Aichi,Kasugai,2023-10-01,15.27,23.46,16.65,16.28,12.1,7.52,0.56,8.55,17.66,2.19,5.69,1.58,56,Moderate,10.2,74.7,0.048,2.76,45.69,1431.2
Aichi,Kasugai,2023-11-01,20.81,17.8,7.37,24.5,16.84,6.9,0.39,4.51,53.5,0.48,7.59,0.51,68,Moderate,8.1,54.1,0.047,2.4,44.9,1435.5
Aichi,Kasugai,2023-12-01,12.84,56.68,31.36,38.73,30.74,10.86,0.37,6.59,64.33,3.01,3.81,2.33,51,Moderate,12.4,57.2,0.056,2.69,45.14,1431.5
Aichi,Kasugai,2024-01-01,22.2,51.37,19.58,32.9,13.62,11.72,0.84,11.52,55.71,2.25,3.98,1.13,71,Moderate,6.4,53.0,0.055,2.66,44.34,1434.0
Aichi,Kasugai,2024-02-01,20.53,25.05,11.36,21.96,47.24,6.92,1.08,4.74,54.73,0.92,4.04,0.52,68,Moderate,9.7,49.2,0.074,2.79,43.87,1433.5
Aichi,Kasugai,2024-03-01,24.63,17.53,17.43,36.14,12.18,10.33,1.08,9.4,27.76,0.88,3.95,0.77,77,Moderate,6.3,71.7,0.057,2.75,43.96,1431.4
Aichi,Kasugai,2024-04-01,17.81,27.63,15.96,21.18,14.32,1.85,0.36,5.26,39.09,2.17,3.72,0.35,62,Moderate,8.4,71.8,0.051,2.66,44.41,1429.6
Aichi,Kasugai,2024-05-01,25.81,30.56,20.36,11.29,11.42,8.18,0.73,6.91,55.67,1.18,7.37,0.79,80,Moderate,8.0,76.7,0.045,2.84,44.34,1431.7
Aichi,Kasugai,2024-06-01,14.06,18.23,9.81,14.54,12.59,4.74,0.31,2.08,44.08,1.19,3.27,1.19,53,Moderate,3.6,76.8,0.051,2.7,44.33,1424.6
Aichi,Kasugai,2024-07-01,10.82,12.27,12.4,8.3,20.59,4.31,0.5,2.32,31.11,0.19,1.76,0.49,45,Good,5.2,82.8,0.073,2.7,43.93,1431.8
Aichi,Kasugai,2024-08-01,19.23,27.93,10.12,16.7,4.4,5.5,0.3,4.91,22.24,1.21,3.35,0.96,65,Moderate,2.6,80.8,0.054,2.59,43.6,1435.2
Aichi,Kasugai,2024-09-01,7.4,34.24,8.46,22.71,10.32,2.02,0.26,2.97,28.31,0.75,3.61,1.43,31,Good,7.1,74.0,0.046,3.13,44.48,1440.4
Aichi,Kasugai,2024-10-01,15.31,24.93,15.97,25.84,16.35,8.19,0.86,8.99,28.84,1.5,1.71,1.74,56,Moderate,5.8,61.0,0.047,3.2,43.89,1431.5
