Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Balochistan,Chaman,2025-03-01,52.8,139.92,32.77,62.2,62.33,15.24,1.28,13.73,43.57,4.14,12.65,1.16,144,Unhealthy for Sensitive Groups,4.5,57.4,0.101,0.98,20.23,42.9
Balochistan,Chaman,2025-04-01,57.87,74.36,13.1,38.45,62.94,15.36,1.06,15.13,61.9,2.15,11.29,1.91,152,Unhealthy,5.6,31.2,0.252,1.96,19.85,42.8
Balochistan,Chaman,2025-05-01,89.31,96.81,18.6,34.14,55.08,14.61,1.22,20.53,37.54,2.0,10.98,1.38,168,Unhealthy,12.1,30.6,0.238,2.49,19.99,42.6
Balochistan,Chaman,2025-06-01,82.04,90.31,20.84,32.96,42.78,10.85,0.93,13.04,54.94,2.89,10.33,1.39,165,Unhealthy,14.4,39.2,0.234,2.67,19.55,42.7
Balochistan,Chaman,2025-07-01,24.09,83.58,30.92,47.53,52.48,14.11,1.68,7.69,52.58,2.65,9.22,1.73,76,Moderate,11.7,77.8,0.239,3.41,19.89,42.8
Balochistan,Chaman,2025-08-01,28.74,124.3,21.62,13.79,43.99,13.14,0.94,18.95,34.68,2.4,1.87,2.06,86,Moderate,13.0,67.1,0.216,2.15,19.48,42.6
Balochistan,Chaman,2025-09-01,71.44,70.05,29.48,54.11,53.84,14.63,0.9,8.61,64.68,2.29,2.4,3.24,159,Unhealthy,10.3,68.1,0.07,0.62,19.8,42.5
Balochistan,Chaman,2025-10-01,94.77,197.77,39.98,53.47,49.15,25.04,2.85,30.16,78.97,6.05,15.62,4.19,171,Unhealthy,4.3,60.6,0.194,1.71,19.72,42.6
Balochistan,Chaman,2025-11-01,94.26,129.79,27.82,63.61,55.76,30.99,2.71,43.6,128.45,3.89,19.51,6.41,171,Unhealthy,3.8,68.7,0.19,3.6,20.2,42.7
Balochistan,Chaman,2025-12-01,111.3,279.63,70.8,68.44,117.07,40.09,2.28,49.82,69.88,3.34,8.57,1.75,180,Unhealthy,4.7,68.2,0.146,1.63,19.88,42.8
Balochistan,Gwadar,2014-01-01,110.04,181.03,33.43,30.1,87.21,33.47,1.4,11.18,48.18,3.88,7.48,3.21,179,Unhealthy,2.1,52.2,0.189,1.86,14.84,34.7
Balochistan,Gwadar,2014-02-01,81.2,156.44,30.95,29.67,58.86,14.72,2.47,24.87,88.3,2.51,12.06,2.08,164,Unhealthy,7.0,62.9,0.171,2.54,14.67,34.8
Balochistan,Gwadar,2014-03-01,59.1,108.8,24.89,47.82,58.88,10.73,2.23,14.27,61.29,1.37,7.79,3.64,153,Unhealthy,10.9,55.7,0.239,1.48,14.49,34.7
Balochistan,Gwadar,2014-04-01,51.59,72.4,24.94,22.55,45.7,15.05,1.51,17.65,43.45,2.09,10.59,1.37,141,Unhealthy for Sensitive Groups,12.4,38.3,0.202,0.54,14.95,34.9
Balochistan,Gwadar,2014-05-01,27.92,68.67,14.12,21.82,26.75,14.3,0.82,18.6,44.82,1.1,4.1,0.22,84,Moderate,5.5,30.0,0.194,0.96,14.8,35.1
Balochistan,Gwadar,2014-06-01,51.86,65.71,15.17,43.91,16.37,8.75,1.72,12.62,38.36,2.57,3.95,1.64,141,Unhealthy for Sensitive Groups,10.1,40.7,0.096,1.98,14.7,34.8
Balochistan,Gwadar,2014-07-01,27.99,92.93,19.87,18.63,31.69,12.84,1.01,15.68,23.34,2.4,8.34,1.1,84,Moderate,14.4,76.6,0.301,-0.74,15.05,35.2
Balochistan,Gwadar,2014-08-01,45.7,33.84,17.67,18.08,21.62,7.17,1.4,12.37,34.74,2.53,5.26,1.62,126,Unhealthy for Sensitive Groups,5.3,85.9,0.165,4.12,15.01,34.9
Balochistan,Gwadar,2014-09-01,46.78,99.93,6.03,39.88,46.11,9.64,1.21,15.65,28.64,3.31,9.03,2.79,129,Unhealthy for Sensitive Groups,3.4,68.7,0.194,0.55,14.85,35.2
Balochistan,Gwadar,2014-10-01,87.53,129.28,33.54,25.93,29.25,11.54,2.27,22.35,58.11,3.22,7.96,1.56,168,Unhealthy,11.8,45.7,0.182,4.29,14.76,35.0
Balochistan,Gwadar,2014-11-01,102.17,145.19,33.53,33.35,97.43,36.4,1.55,31.54,84.66,6.54,18.2,5.0,175,Unhealthy,7.5,47.9,0.086,2.36,15.03,34.9
Balochistan,Gwadar,2014-12-01,142.55,238.97,19.28,75.25,68.71,36.14,2.44,36.58,78.9,6.0,15.26,6.12,196,Unhealthy,3.8,59.9,0.27,2.95,15.39,34.8
Balochistan,Gwadar,2015-01-01,80.02,106.91,15.63,38.71,62.57,25.1,3.62,30.29,65.12,4.1,8.76,2.94,164,Unhealthy,5.4,70.7,0.15,1.16,14.9,35.8
Balochistan,Gwadar,2015-02-01,57.58,113.96,29.59,42.39,41.85,19.84,2.79,31.39,48.65,4.57,12.51,3.86,152,Unhealthy,5.0,58.2,0.182,0.42,15.73,36.0
Balochistan,Gwadar,2015-03-01,61.9,120.15,29.81,44.67,66.86,9.87,2.45,20.42,31.44,3.74,12.02,3.79,154,Unhealthy,8.0,45.9,0.206,3.99,15.94,36.0
Balochistan,Gwadar,2015-04-01,43.46,102.41,13.96,22.98,29.55,7.74,1.58,17.84,32.83,1.66,5.35,2.82,121,Unhealthy for Sensitive Groups,10.6,45.0,0.186,2.6,15.19,35.7
Balochistan,Gwadar,2015-05-01,27.17,82.89,21.94,25.58,49.85,11.41,1.24,14.02,50.97,3.66,5.97,1.58,83,Moderate,15.1,44.6,0.261,2.54,15.69,35.6
Balochistan,Gwadar,2015-06-01,33.9,112.63,9.32,21.77,20.92,16.2,0.84,13.4,37.89,1.14,2.55,2.49,97,Moderate,10.9,38.4,0.183,5.1,15.22,35.8
Balochistan,Gwadar,2015-07-01,26.65,58.99,20.75,29.46,29.11,15.97,1.31,10.28,36.77,1.28,4.86,0.67,82,Moderate,7.2,58.9,0.207,-1.33,15.45,35.9
Balochistan,Gwadar,2015-08-01,38.46,74.75,19.12,24.02,29.43,13.6,1.54,11.33,32.37,2.6,6.1,0.42,108,Unhealthy for Sensitive Groups,7.1,75.1,0.129,1.13,15.0,35.7
Balochistan,Gwadar,2015-09-01,44.51,98.5,23.06,21.95,30.03,15.19,1.9,18.07,40.04,3.42,5.78,0.86,123,Unhealthy for Sensitive Groups,10.2,75.2,0.244,2.83,15.68,35.6
Balochistan,Gwadar,2015-10-01,31.18,120.57,36.76,55.7,57.8,17.28,1.07,11.32,62.91,5.08,10.58,2.58,91,Moderate,10.1,54.7,0.179,2.21,15.2,35.7
Balochistan,Gwadar,2015-11-01,126.48,173.21,41.01,41.0,75.7,17.06,2.27,31.86,77.78,5.39,5.8,3.49,188,Unhealthy,6.0,56.1,0.153,2.62,15.73,35.8
Balochistan,Gwadar,2015-12-01,109.72,120.37,33.59,48.53,49.12,31.72,1.6,35.8,54.46,5.02,15.3,2.37,179,Unhealthy,4.8,60.6,0.146,3.29,16.22,35.8
Balochistan,Gwadar,2016-01-01,115.14,174.77,21.23,36.46,91.94,12.18,1.33,14.03,60.51,3.17,17.67,3.65,182,Unhealthy,4.1,56.9,0.224,2.44,16.07,36.4
Balochistan,Gwadar,2016-02-01,102.95,72.21,34.38,61.29,43.72,16.86,1.86,18.49,63.35,4.87,4.78,1.74,175,Unhealthy,5.9,55.0,0.231,2.64,15.88,36.1
Balochistan,Gwadar,2016-03-01,45.72,110.12,31.94,29.41,51.75,9.72,1.31,24.14,45.91,5.09,5.09,3.0,126,Unhealthy for Sensitive Groups,10.3,48.4,0.213,1.37,16.09,36.3
Balochistan,Gwadar,2016-04-01,27.72,103.02,27.45,23.61,35.01,21.29,0.93,14.0,57.64,3.94,5.52,1.31,84,Moderate,10.1,32.3,0.216,2.72,16.17,36.3
Balochistan,Gwadar,2016-05-01,56.57,63.24,6.25,37.97,47.12,7.98,1.97,13.09,53.49,2.2,10.39,2.86,152,Unhealthy,9.7,27.9,0.173,1.5,15.74,36.4
Balochistan,Gwadar,2016-06-01,52.8,102.01,17.39,35.17,22.92,6.56,1.26,9.82,45.26,3.75,8.01,1.65,144,Unhealthy for Sensitive Groups,9.9,49.9,0.182,2.6,15.84,36.5
Balochistan,Gwadar,2016-07-01,51.46,92.65,18.03,17.63,30.11,8.72,1.21,9.54,26.14,3.24,6.08,2.51,140,Unhealthy for Sensitive Groups,11.8,74.1,0.182,2.53,15.94,36.5
Balochistan,Gwadar,2016-08-01,50.29,49.66,12.66,25.72,12.85,9.65,1.65,11.98,27.07,1.52,5.68,0.56,137,Unhealthy for Sensitive Groups,10.6,72.6,0.206,1.77,15.76,36.1
Balochistan,Gwadar,2016-09-01,35.1,94.8,10.91,26.88,50.83,18.75,2.01,12.46,52.78,2.45,3.27,1.66,99,Moderate,11.3,65.7,0.134,0.94,15.56,36.3
Balochistan,Gwadar,2016-10-01,40.46,152.09,35.91,26.58,29.62,19.32,1.72,21.86,64.05,4.76,4.85,1.75,113,Unhealthy for Sensitive Groups,4.5,46.2,0.125,2.48,16.18,36.6
Balochistan,Gwadar,2016-11-01,69.04,115.55,52.79,58.29,82.39,36.18,2.6,20.74,88.61,5.23,10.44,2.56,158,Unhealthy,3.0,60.4,0.238,2.41,15.9,36.2
Balochistan,Gwadar,2016-12-01,109.43,140.91,35.28,69.66,94.34,36.78,3.47,37.28,78.11,3.14,16.21,2.72,179,Unhealthy,5.4,62.3,0.214,1.66,16.22,36.7
Balochistan,Gwadar,2017-01-01,88.83,120.7,32.38,80.99,30.6,11.61,2.63,26.88,80.83,2.88,4.0,4.27,168,Unhealthy,2.7,73.1,0.182,2.62,16.19,37.0
Balochistan,Gwadar,2017-02-01,82.8,166.36,40.55,52.58,78.1,23.1,1.47,27.59,75.16,1.76,10.82,1.94,165,Unhealthy,3.8,53.3,0.108,-0.12,16.21,37.1
Balochistan,Gwadar,2017-03-01,61.3,89.19,32.26,54.77,55.56,16.61,2.19,7.68,57.9,4.04,4.14,1.66,154,Unhealthy,10.4,62.5,0.155,2.98,16.07,37.2
Balochistan,Gwadar,2017-04-01,72.84,85.64,28.88,30.56,30.45,16.03,1.98,20.74,56.32,0.89,6.22,3.66,160,Unhealthy,12.5,39.6,0.212,0.61,16.08,37.4
Balochistan,Gwadar,2017-05-01,39.36,79.91,26.78,20.76,48.73,11.11,1.86,19.33,42.34,1.69,4.98,1.1,111,Unhealthy for Sensitive Groups,7.7,37.2,0.176,4.83,16.2,37.1
Balochistan,Gwadar,2017-06-01,49.82,95.95,15.93,17.83,43.12,9.67,1.22,11.61,40.44,3.89,2.39,0.62,136,Unhealthy for Sensitive Groups,16.3,44.1,0.19,1.93,16.24,36.9
Balochistan,Gwadar,2017-07-01,46.74,96.43,18.93,32.66,18.48,16.35,0.86,18.25,42.88,2.83,7.27,1.97,129,Unhealthy for Sensitive Groups,16.5,76.5,0.151,0.7,16.01,37.3
Balochistan,Gwadar,2017-08-01,48.68,44.51,10.41,34.26,42.18,8.0,0.61,8.17,33.03,2.9,7.94,1.06,133,Unhealthy for Sensitive Groups,10.6,67.2,0.206,1.07,15.96,37.0
Balochistan,Gwadar,2017-09-01,62.85,74.74,18.71,29.18,18.67,7.49,1.37,18.52,27.53,1.37,8.99,3.13,155,Unhealthy,9.7,74.1,0.245,3.84,16.23,36.8
Balochistan,Gwadar,2017-10-01,90.03,126.53,24.06,53.56,38.28,26.34,2.49,28.75,84.15,4.57,13.96,3.5,169,Unhealthy,4.7,64.7,0.231,1.74,16.56,36.9
Balochistan,Gwadar,2017-11-01,135.38,217.74,27.67,66.34,61.92,25.02,2.77,14.34,95.78,3.71,18.88,3.07,192,Unhealthy,4.1,66.2,0.151,3.57,15.58,36.9
Balochistan,Gwadar,2017-12-01,119.06,238.26,30.59,48.43,54.77,40.5,3.64,21.22,106.05,8.01,5.75,5.37,184,Unhealthy,4.6,53.9,0.198,2.47,16.21,37.3
Balochistan,Gwadar,2018-01-01,71.91,122.89,37.26,67.43,89.81,36.68,1.93,17.17,103.12,5.08,3.32,5.32,159,Unhealthy,2.7,66.5,0.17,0.94,17.37,37.9
Balochistan,Gwadar,2018-02-01,53.49,122.22,14.73,54.6,59.49,28.27,2.48,32.61,72.88,2.18,4.94,1.12,145,Unhealthy for Sensitive Groups,8.9,57.5,0.177,1.55,16.86,37.5
Balochistan,Gwadar,2018-03-01,62.48,144.52,31.18,43.87,31.57,12.6,1.33,23.74,37.76,4.96,10.49,0.89,155,Unhealthy,8.6,50.8,0.213,0.81,16.62,38.1
Balochistan,Gwadar,2018-04-01,43.58,105.56,19.51,43.96,59.33,15.75,2.23,19.75,30.53,0.9,8.09,0.9,121,Unhealthy for Sensitive Groups,7.8,42.9,0.198,1.33,16.79,37.6
Balochistan,Gwadar,2018-05-01,44.04,111.33,26.73,24.3,30.95,20.43,2.01,11.26,53.77,1.27,2.9,1.81,122,Unhealthy for Sensitive Groups,7.6,37.8,0.262,1.53,16.58,37.9
Balochistan,Gwadar,2018-06-01,46.68,103.01,10.2,23.43,52.0,20.28,0.89,5.89,27.56,4.06,3.86,0.76,129,Unhealthy for Sensitive Groups,7.4,45.2,0.187,2.39,17.1,37.8
Balochistan,Gwadar,2018-07-01,51.75,116.04,14.47,38.58,29.47,13.7,0.77,12.8,20.91,0.89,7.38,0.92,141,Unhealthy for Sensitive Groups,10.3,58.6,0.19,2.74,16.4,38.0
Balochistan,Gwadar,2018-08-01,30.97,58.4,4.26,18.91,37.37,15.38,0.97,13.36,41.73,1.43,6.83,1.47,91,Moderate,10.7,66.4,0.236,2.08,16.6,37.9
Balochistan,Gwadar,2018-09-01,52.9,66.95,11.05,28.49,44.39,17.06,0.96,15.37,26.93,4.88,3.04,2.37,144,Unhealthy for Sensitive Groups,5.9,53.0,0.187,2.56,16.51,38.1
Balochistan,Gwadar,2018-10-01,88.12,95.33,17.51,53.03,33.52,21.18,1.58,14.59,67.16,2.5,6.68,1.86,168,Unhealthy,4.1,55.1,0.26,3.04,16.34,37.8
Balochistan,Gwadar,2018-11-01,128.96,224.7,30.18,42.94,104.22,27.25,2.0,37.88,54.17,7.53,15.37,3.07,189,Unhealthy,4.7,47.2,0.142,2.91,17.01,37.8
Balochistan,Gwadar,2018-12-01,99.58,204.02,31.06,49.36,110.07,25.16,4.22,19.35,114.39,2.25,12.12,6.01,174,Unhealthy,4.3,68.5,0.187,3.54,16.96,37.7
Balochistan,Gwadar,2019-01-01,71.46,230.81,24.31,37.87,42.1,33.85,2.72,21.28,67.13,2.55,14.87,2.94,159,Unhealthy,10.3,60.8,0.204,0.99,16.62,38.6
Balochistan,Gwadar,2019-02-01,50.58,213.48,20.85,41.87,46.09,30.33,1.91,30.88,58.97,6.35,12.85,4.45,138,Unhealthy for Sensitive Groups,4.2,68.5,0.169,1.86,17.05,38.5
Balochistan,Gwadar,2019-03-01,55.57,74.69,17.97,50.07,61.28,26.53,1.52,10.02,40.94,5.46,5.26,3.37,151,Unhealthy,9.0,58.7,0.233,1.21,17.13,38.6
Balochistan,Gwadar,2019-04-01,42.93,127.64,31.71,42.57,51.62,11.68,1.09,21.92,66.08,3.08,8.5,0.84,119,Unhealthy for Sensitive Groups,10.7,31.5,0.212,1.83,16.41,38.4
Balochistan,Gwadar,2019-05-01,48.78,142.14,28.01,36.59,40.28,12.46,1.1,10.11,29.26,1.21,1.67,1.01,134,Unhealthy for Sensitive Groups,14.4,37.1,0.284,-0.36,17.44,38.5
Balochistan,Gwadar,2019-06-01,32.78,56.84,22.17,39.78,19.44,16.82,1.09,6.78,39.65,2.44,9.97,2.24,94,Moderate,6.3,56.6,0.187,2.35,17.17,38.6
Balochistan,Gwadar,2019-07-01,32.58,42.69,16.61,36.04,22.71,11.58,1.68,13.66,41.47,1.79,7.23,1.74,94,Moderate,12.7,80.1,0.165,2.45,16.98,38.6
Balochistan,Gwadar,2019-08-01,30.98,105.5,7.14,34.6,32.98,12.34,1.19,13.01,31.5,1.31,7.64,1.78,91,Moderate,7.3,76.6,0.214,2.03,17.4,38.5
Balochistan,Gwadar,2019-09-01,57.2,123.66,24.52,39.14,36.89,8.33,1.97,15.81,58.33,4.43,9.81,0.76,152,Unhealthy,11.4,65.7,0.103,1.13,17.35,38.4
Balochistan,Gwadar,2019-10-01,43.2,170.53,38.66,28.59,61.15,15.85,2.6,19.64,68.93,3.65,10.97,4.45,120,Unhealthy for Sensitive Groups,7.7,39.7,0.252,3.78,16.76,38.6
Balochistan,Gwadar,2019-11-01,126.51,135.56,30.5,66.04,52.06,34.89,4.09,16.17,69.26,5.05,6.92,3.05,188,Unhealthy,7.4,66.5,0.204,2.81,17.44,38.2
Balochistan,Gwadar,2019-12-01,157.77,177.43,37.46,76.68,69.44,31.51,2.33,22.6,86.24,2.09,5.38,4.9,208,Very Unhealthy,6.1,54.2,0.24,0.7,16.7,38.7
Balochistan,Gwadar,2020-01-01,56.21,172.89,44.25,79.92,83.33,36.43,1.46,37.28,59.33,4.23,7.05,4.9,151,Unhealthy,1.6,65.0,0.27,2.55,16.96,39.3
Balochistan,Gwadar,2020-02-01,75.01,105.75,40.69,32.42,53.81,13.51,1.51,22.25,66.7,1.18,4.9,1.38,161,Unhealthy,5.9,60.3,0.236,2.62,17.46,39.2
Balochistan,Gwadar,2020-03-01,19.67,120.44,17.6,25.77,30.61,11.68,1.23,14.74,36.67,1.28,8.35,2.59,67,Moderate,6.3,55.4,0.234,0.22,17.28,39.1
Balochistan,Gwadar,2020-04-01,25.59,33.87,13.17,13.64,12.44,11.15,1.15,8.35,20.43,0.58,1.42,1.25,79,Moderate,6.5,47.7,0.274,0.88,17.83,39.2
Balochistan,Gwadar,2020-05-01,38.55,38.95,12.29,14.65,23.99,9.66,1.33,11.85,18.12,1.46,2.39,0.44,109,Unhealthy for Sensitive Groups,5.7,47.8,0.175,3.8,17.89,39.4
Balochistan,Gwadar,2020-06-01,63.66,93.47,16.88,20.94,12.81,7.35,0.52,15.02,26.13,2.44,7.44,1.22,155,Unhealthy,16.5,39.3,0.194,0.71,17.88,39.3
Balochistan,Gwadar,2020-07-01,43.93,102.86,15.17,28.39,46.03,8.0,1.68,13.27,56.18,1.15,7.26,2.73,122,Unhealthy for Sensitive Groups,17.2,57.0,0.217,2.04,18.19,39.2
Balochistan,Gwadar,2020-08-01,48.42,77.92,6.81,19.97,29.45,12.67,1.29,6.16,47.12,2.91,7.8,0.51,133,Unhealthy for Sensitive Groups,11.0,76.9,0.126,2.61,17.51,39.1
Balochistan,Gwadar,2020-09-01,26.49,76.1,32.75,33.75,40.91,11.06,1.99,12.51,55.82,3.02,2.38,2.39,81,Moderate,4.3,58.2,0.3,1.84,17.75,39.5
Balochistan,Gwadar,2020-10-01,71.91,128.82,35.53,56.85,71.88,30.02,1.89,29.66,42.54,1.4,7.01,3.8,159,Unhealthy,7.4,55.3,0.197,1.57,17.71,39.1
Balochistan,Gwadar,2020-11-01,97.29,276.35,28.76,35.81,40.63,20.02,3.48,24.61,113.83,6.61,11.75,6.45,173,Unhealthy,1.1,53.6,0.141,0.09,18.04,39.1
Balochistan,Gwadar,2020-12-01,120.73,242.45,53.84,42.32,57.4,21.52,2.2,33.6,67.22,3.9,4.46,3.14,185,Unhealthy,2.9,74.8,0.234,-0.0,17.86,39.3
Balochistan,Gwadar,2021-01-01,117.41,186.68,33.52,41.58,68.14,19.46,3.31,12.82,56.69,6.24,8.77,1.12,183,Unhealthy,3.0,57.9,0.254,0.81,18.36,39.9
Balochistan,Gwadar,2021-02-01,52.68,104.82,46.12,33.22,42.92,27.24,2.62,30.3,76.96,4.1,6.63,3.95,143,Unhealthy for Sensitive Groups,5.7,57.2,0.162,2.11,18.3,40.0
Balochistan,Gwadar,2021-03-01,31.7,72.67,26.18,46.5,52.56,11.92,1.66,18.25,42.96,3.17,8.54,1.11,92,Moderate,5.2,49.4,0.162,2.99,18.15,39.6
Balochistan,Gwadar,2021-04-01,51.31,119.33,18.32,38.15,41.8,18.34,1.21,15.67,44.58,0.87,8.37,1.32,140,Unhealthy for Sensitive Groups,9.1,37.7,0.281,1.02,18.35,40.0
Balochistan,Gwadar,2021-05-01,52.46,68.76,19.82,21.09,48.41,14.46,1.9,19.61,27.18,4.66,4.73,3.11,143,Unhealthy for Sensitive Groups,13.4,49.9,0.111,2.87,18.49,39.9
Balochistan,Gwadar,2021-06-01,61.34,106.41,18.4,18.78,47.78,18.93,1.99,13.91,50.43,3.86,9.08,2.71,154,Unhealthy,12.6,45.2,0.246,2.91,18.08,39.9
Balochistan,Gwadar,2021-07-01,61.87,65.5,14.1,19.85,48.43,6.63,1.06,16.83,45.59,1.99,2.98,1.88,154,Unhealthy,14.3,67.9,0.127,1.68,18.63,39.9
Balochistan,Gwadar,2021-08-01,48.9,74.29,10.96,27.92,31.58,14.12,1.72,11.9,35.84,1.18,5.54,2.16,134,Unhealthy for Sensitive Groups,11.4,69.4,0.228,3.24,18.25,40.1
Balochistan,Gwadar,2021-09-01,27.92,101.51,13.07,45.9,23.58,14.9,1.12,8.07,49.1,2.29,6.91,1.32,84,Moderate,5.5,63.2,0.207,1.38,18.09,39.9
Balochistan,Gwadar,2021-10-01,72.04,187.07,21.75,37.27,40.74,15.67,3.09,23.93,43.77,6.12,11.57,3.1,160,Unhealthy,8.9,48.7,0.266,1.81,18.74,40.2
Balochistan,Gwadar,2021-11-01,57.2,186.13,36.09,84.86,32.63,38.71,1.7,28.69,51.14,6.49,6.05,1.79,152,Unhealthy,2.3,65.4,0.196,0.14,18.47,40.2
Balochistan,Gwadar,2021-12-01,60.29,151.48,39.77,81.92,44.3,40.24,2.06,28.77,119.17,8.19,10.41,2.53,153,Unhealthy,7.9,72.6,0.146,3.45,18.61,40.0
Balochistan,Gwadar,2022-01-01,109.38,178.45,21.93,37.35,97.27,20.3,2.47,24.77,76.16,7.4,10.71,3.63,179,Unhealthy,5.2,58.0,0.247,1.4,18.55,40.6
Balochistan,Gwadar,2022-02-01,72.14,148.13,16.58,55.02,89.57,10.5,1.59,15.63,74.07,1.79,11.73,4.17,160,Unhealthy,10.4,59.4,0.23,4.15,18.39,40.8
Balochistan,Gwadar,2022-03-01,61.02,173.68,29.46,31.96,36.62,14.06,2.4,13.31,40.36,3.72,2.36,1.22,154,Unhealthy,5.8,60.2,0.162,-0.34,18.37,40.8
Balochistan,Gwadar,2022-04-01,86.81,105.3,28.05,38.18,36.36,10.81,2.13,11.3,53.57,2.11,4.62,2.4,167,Unhealthy,14.0,52.8,0.128,0.62,19.13,40.7
Balochistan,Gwadar,2022-05-01,65.6,118.22,10.59,27.92,40.71,13.02,2.07,19.93,27.17,1.96,7.75,3.41,156,Unhealthy,7.9,48.1,0.25,1.0,18.51,40.5
Balochistan,Gwadar,2022-06-01,61.2,59.38,15.58,20.26,54.12,14.34,1.34,20.45,37.96,2.8,6.13,2.68,154,Unhealthy,7.7,38.2,0.22,1.36,18.28,40.8
Balochistan,Gwadar,2022-07-01,58.66,55.19,21.42,31.79,42.37,12.81,1.51,12.4,50.86,3.32,4.87,2.29,153,Unhealthy,7.1,83.2,0.211,1.71,18.94,40.8
Balochistan,Gwadar,2022-08-01,31.07,70.87,14.44,31.83,37.24,13.85,0.82,7.14,43.1,3.26,4.47,2.15,91,Moderate,9.6,75.3,0.142,1.93,18.57,40.6
Balochistan,Gwadar,2022-09-01,57.92,135.58,8.77,40.82,29.38,19.26,0.77,9.01,28.28,3.35,2.48,1.63,152,Unhealthy,9.9,51.0,0.173,2.33,19.03,40.6
Balochistan,Gwadar,2022-10-01,60.98,157.62,27.74,30.69,53.95,14.75,1.3,10.96,59.89,5.07,10.03,2.33,154,Unhealthy,3.8,54.9,0.175,3.11,18.43,40.8
Balochistan,Gwadar,2022-11-01,65.81,143.34,40.08,67.22,36.97,23.23,1.97,14.15,99.84,3.91,15.55,5.72,156,Unhealthy,5.0,46.6,0.208,1.88,18.8,40.7
Balochistan,Gwadar,2022-12-01,142.25,132.54,52.67,53.95,101.1,23.2,2.7,17.85,117.52,8.36,7.98,1.71,196,Unhealthy,3.7,73.4,0.28,2.09,18.01,40.5
Balochistan,Gwadar,2023-01-01,71.07,178.22,47.69,55.05,86.26,34.37,3.65,32.5,111.37,4.9,15.37,3.71,159,Unhealthy,5.4,74.0,0.314,1.01,19.22,40.9
Balochistan,Gwadar,2023-02-01,64.29,98.39,40.39,34.95,77.86,14.07,1.2,30.47,61.94,2.65,7.71,4.76,156,Unhealthy,3.1,64.9,0.095,0.78,19.15,41.2
Balochistan,Gwadar,2023-03-01,50.87,77.57,10.03,34.6,72.36,17.17,1.77,15.48,55.19,1.87,9.28,2.22,139,Unhealthy for Sensitive Groups,10.3,42.9,0.228,1.31,19.11,41.5
Balochistan,Gwadar,2023-04-01,55.2,111.28,27.96,19.29,60.99,19.56,1.84,14.22,47.66,1.88,9.63,2.55,150,Unhealthy for Sensitive Groups,5.5,34.8,0.277,1.8,19.41,41.2
Balochistan,Gwadar,2023-05-01,63.15,131.12,27.16,27.91,26.57,10.65,1.85,15.61,41.11,3.72,5.06,2.96,155,Unhealthy,11.4,40.9,0.224,2.02,19.47,41.3
Balochistan,Gwadar,2023-06-01,39.65,70.83,15.31,23.81,41.79,19.26,1.41,11.71,24.67,2.68,3.79,0.56,111,Unhealthy for Sensitive Groups,11.4,53.0,0.137,0.69,18.9,41.3
Balochistan,Gwadar,2023-07-01,41.7,49.03,24.86,36.26,25.12,14.71,1.11,9.4,33.71,1.89,7.35,1.05,116,Unhealthy for Sensitive Groups,8.9,76.2,0.262,2.05,18.85,41.1
Balochistan,Gwadar,2023-08-01,54.4,115.09,14.01,18.01,50.82,9.65,1.56,9.02,45.51,2.96,3.77,0.45,148,Unhealthy for Sensitive Groups,11.3,74.4,0.212,1.71,18.88,41.5
Balochistan,Gwadar,2023-09-01,42.23,137.01,6.88,25.48,40.18,17.3,0.89,8.42,23.23,3.96,5.99,2.11,118,Unhealthy for Sensitive Groups,12.7,60.1,0.235,0.59,18.44,41.6
Balochistan,Gwadar,2023-10-01,79.97,123.08,34.72,44.22,45.7,28.66,1.54,11.15,38.14,5.3,3.91,1.24,164,Unhealthy,7.4,58.1,0.228,1.22,19.1,41.4
Balochistan,Gwadar,2023-11-01,111.72,121.42,56.66,55.26,95.2,16.67,2.52,16.4,100.55,5.65,11.57,3.15,180,Unhealthy,8.6,55.0,0.235,2.57,19.03,41.4
Balochistan,Gwadar,2023-12-01,90.79,176.49,36.37,93.77,97.43,42.73,3.45,25.48,81.77,6.58,7.26,2.37,169,Unhealthy,2.5,74.0,0.16,3.06,18.87,41.7
Balochistan,Gwadar,2024-01-01,93.76,235.5,41.95,71.54,49.59,33.15,2.17,34.82,98.42,1.88,17.21,3.2,171,Unhealthy,6.0,68.6,0.123,1.34,18.94,42.3
Balochistan,Gwadar,2024-02-01,53.54,181.53,38.06,32.22,50.86,20.89,2.43,13.14,68.44,5.31,11.59,5.07,145,Unhealthy for Sensitive Groups,4.5,54.0,0.294,2.75,19.51,41.9
Balochistan,Gwadar,2024-03-01,39.06,103.88,30.62,30.18,24.44,23.09,1.39,20.44,46.23,3.88,6.13,3.11,110,Unhealthy for Sensitive Groups,6.8,54.5,0.183,3.08,19.05,42.3
Balochistan,Gwadar,2024-04-01,77.13,78.06,13.53,41.46,57.75,10.84,1.01,11.46,52.52,3.57,7.94,3.4,162,Unhealthy,7.0,44.7,0.208,1.18,19.38,41.9
